x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
A307,A1,71.0,A0,A0,A0,A1,A0,A1,A0,A3,105.9,7521.95,A0
A308,A0,38.0,A0,A0,A2,A0,A1,A0,A0,A0,69.5,2625.25,A0
A309,A1,53.0,A0,A0,A0,A1,A0,A2,A1,A1,99.5,5424.25,A0
A310,A1,,A0,A2,A1,A2,A2,A2,A1,A0,25.05,1873.7,A0
A311,A0,4.0,A0,A0,A2,A0,A0,A0,A0,A3,88.45,370.65,A1
A312,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A1,20.65,20.65,A0
A313,A1,9.0,A0,A2,A1,A2,A2,A2,A1,A1,19.75,210.65,A0
A314,A0,52.0,A0,A2,A1,A2,A2,A1,A0,A0,20.85,1071.6,A0
A315,A0,72.0,A0,A1,A0,A1,A1,,A0,A2,80.85,5727.45,A0
A316,A0,13.0,A0,A1,A2,A1,A0,A1,A0,A1,75.3,989.45,A1
A317,A1,9.0,A0,A1,A0,A0,A0,A0,A0,A3,74.65,703.55,A1
A318,A0,54.0,A0,A1,A0,A0,A1,A2,A0,A2,65.3,3512.9,A0
A319,A1,65.0,A0,A0,A2,A1,A0,A0,A0,A3,105.05,6914.95,A0
A320,A1,65.0,A0,A1,A0,A1,A0,A2,A1,A2,71.0,4386.2,A0
A321,A0,1.0,A0,A0,A2,A0,A0,A0,A0,A3,90.75,90.75,A1
A322,A1,50.0,A0,A0,A2,A0,A1,A0,A0,A3,71.05,3444.85,A1
A323,A0,64.0,A0,A1,A2,A1,A0,A1,A0,A0,73.05,4688.65,A0
A324,A1,1.0,A0,A0,A0,A0,A1,A0,A0,A1,79.15,79.15,A0
A325,A0,44.0,A0,A1,A0,A1,A0,A1,A0,A2,85.25,3704.15,A0
A326,A1,67.0,A0,A2,A1,A2,A2,A2,A0,A1,26.1,1759.55,A0
A327,A1,9.0,A0,A2,A1,A2,A2,A1,A1,A1,20.25,172.35,A0
A328,A1,2.0,A0,A0,A2,A1,A0,A0,A0,A3,104.4,242.8,A1
A329,A0,1.0,A0,A0,A0,A0,A0,A0,A0,A0,90.85,90.85,A1
A330,A1,72.0,A1,A1,A0,A0,A0,A2,A1,A0,53.65,3784.0,A0
A331,A0,64.0,A0,A0,A2,A1,A0,A2,A1,A0,99.25,6549.45,A0
A332,A0,3.0,A0,A1,A2,A1,A1,A0,A0,A3,49.15,169.05,A1
A333,A1,11.0,A0,A2,A1,A2,A2,A2,A1,A1,25.0,300.7,A0
A334,A0,8.0,A0,A1,A2,A0,A1,A0,A0,A0,51.3,411.6,A0
A335,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A3,84.6,84.6,A0
A336,A1,72.0,A0,A2,A1,A2,A2,,A0,A2,23.3,1623.15,A0
A337,A0,39.0,A0,A2,A1,A2,A2,A2,A0,A1,23.8,903.8,A0
A338,A0,1.0,A0,A0,A2,A0,A0,A0,A0,A3,89.1,89.1,A1
A339,A0,1.0,A0,A0,A2,A0,A1,,A0,A3,74.95,74.95,A1
A340,A0,32.0,A0,A0,A2,A0,A0,A0,A0,A3,96.2,3183.4,A1
A341,A1,30.0,A0,A0,A2,A0,A1,,A1,A3,85.15,2555.9,A1
A342,A1,1.0,A0,A0,A2,A0,A0,A0,A0,A3,89.35,89.35,A0
A343,A0,64.0,A0,A1,A2,A0,A1,A1,A0,A0,66.15,4392.5,A0
A344,A1,9.0,A0,A1,A2,A1,A0,A0,A0,A1,72.9,651.4,A1
A345,A0,61.0,A0,A0,A2,A1,A0,A2,A0,A0,111.6,6876.05,A1
A346,A1,70.0,A0,A0,A0,A0,A0,A1,A0,A2,105.55,7195.35,A0
A347,A1,57.0,A1,A1,A0,A1,A0,A0,A0,A2,58.75,3437.45,A0
A348,A1,43.0,A0,A1,A2,A0,A1,A1,A0,A2,64.85,2908.2,A0
A349,A0,28.0,A0,A0,A2,A0,A1,A0,A1,A2,76.55,2065.4,A0
A350,A0,16.0,A0,A0,A2,A0,A0,A0,A0,A3,94.25,1483.25,A1
A351,A1,36.0,A0,A1,A0,A1,A0,A1,A1,A2,85.85,3003.55,A0
A352,A0,25.0,A0,A1,A0,A0,A0,A0,A0,A1,79.0,1902.0,A0
A353,A0,23.0,A0,A0,A0,A1,A0,A0,A0,A3,104.45,2184.85,A0
A354,A1,19.0,A0,A1,A2,A0,A0,,A0,A3,56.2,1093.4,A0
A355,A1,18.0,A0,A0,A2,A0,A1,A0,A0,A3,75.4,1380.4,A0
A356,A0,10.0,A0,A0,A0,A0,A1,,A0,A3,72.85,688.65,A1
A357,A1,34.0,A1,A1,A0,A1,A0,A0,A0,A3,56.25,1765.95,A0
A358,A0,59.0,A1,A1,A2,A0,A0,A0,A0,A3,44.3,2666.75,A0
A359,A0,70.0,A0,A1,A2,A1,A0,A2,A0,A0,74.8,5315.8,A0
A360,A1,39.0,A1,A1,A2,A1,A0,A0,A0,A3,50.75,2011.4,A1
A361,A1,4.0,A1,A1,A2,A0,A1,A0,A0,A3,29.05,129.6,A0
A362,A0,27.0,A0,A2,A1,A2,A2,A0,A1,A1,19.15,537.35,A0
A363,A1,61.0,A0,A2,A1,A2,A2,A2,A0,A1,24.2,1445.2,A0
A364,A0,22.0,A0,A1,A2,A0,A1,A0,A0,A3,54.45,1127.35,A1
A365,A1,70.0,A0,A1,A0,A1,A1,A2,A1,A3,80.7,5617.95,A0
A366,A0,20.0,A0,A1,A2,A1,A1,,A0,A3,49.6,939.8,A0
A367,A1,9.0,A0,A0,A2,A0,A0,A0,A0,A1,88.4,788.6,A0
A368,A1,7.0,A0,A1,A2,A0,A1,,A1,A3,48.8,349.8,A0
A369,A0,9.0,A0,A0,A2,,A0,A0,A0,A3,80.8,713.1,A1
A370,A0,57.0,A0,A0,A0,A1,A1,A1,A0,A3,90.65,5199.8,A0
A371,A0,2.0,A0,A1,A2,A0,A1,A0,A0,A0,46.0,84.5,A1
A372,A0,13.0,A0,A2,A1,A2,A2,A1,A1,A1,19.45,270.2,A0
A373,A0,1.0,A0,A2,A1,A2,A2,A0,A0,A0,19.75,19.75,A0
A374,A0,6.0,A0,A2,A1,A2,A2,,A1,A1,19.65,100.9,A0
A375,A0,9.0,A0,A0,A2,A0,A0,A0,A0,A3,83.85,790.15,A1
A376,A0,71.0,A0,A1,A0,A0,A1,A1,A0,A2,71.0,5012.1,A0
A377,A1,41.0,A0,A0,A0,A0,A1,A0,A0,A2,88.5,3645.05,A0
A378,A1,59.0,A0,A1,A0,A1,A0,A2,A1,A0,90.3,5194.05,A0
A379,A1,13.0,A0,A0,A0,A0,A1,A1,A0,A1,74.65,966.25,A0
A380,A0,67.0,A0,A0,A0,A0,A0,A0,A0,A2,89.55,6373.1,A0
A381,A0,52.0,A0,A2,A1,A2,A2,,A1,A1,19.65,1025.05,A0
A382,A0,71.0,A0,A1,A0,,A0,A2,A1,A3,90.4,6668.05,A0
A383,A0,36.0,A0,A2,A1,A2,A2,A2,A1,A0,25.1,930.95,A0
A384,A1,1.0,A1,A1,A0,A0,A1,A0,A1,A2,29.95,29.95,A1
A385,A1,55.0,A0,A0,A0,A1,A0,A0,A0,A0,103.65,5676.65,A0
A386,A0,5.0,A0,A2,A1,A2,A2,A0,A1,A2,20.05,94.15,A0
A387,A0,26.0,A0,A1,A2,A1,A1,A1,A1,A1,50.35,1285.8,A0
A388,A0,12.0,A1,A1,A0,A0,A1,,A0,A0,29.35,381.2,A0
A389,A0,72.0,A0,A2,A1,A2,A2,A2,A1,A0,19.3,1304.8,A0
A390,A0,63.0,A0,A0,A2,A0,A1,A2,A0,A0,84.65,5377.8,A0
A391,A1,18.0,A0,A2,A1,A2,A2,A2,A1,A1,25.1,428.45,A0
A392,A0,1.0,A0,A1,A0,A0,A1,A0,A0,A1,50.15,50.15,A0
A393,A1,60.0,A1,A1,A2,A1,A0,A2,A1,A0,59.85,3590.2,A0
A394,A1,29.0,A0,A2,A1,A2,A2,A1,A1,A3,20.0,540.05,A0
A395,A0,72.0,A0,A1,A0,A1,A1,A2,A1,A2,82.3,5815.15,A0
A396,A1,1.0,A0,A2,A1,A2,A2,A0,A1,A1,19.9,19.9,A0
A397,A0,22.0,A0,A0,A2,A0,A1,A0,A1,A0,95.9,2234.95,A0
A398,A1,3.0,A0,A1,A2,A0,A1,A0,A1,A3,64.6,174.2,A0
A399,A1,7.0,A0,A1,A0,A1,A1,A0,A1,A3,61.4,438.9,A0
A400,A0,21.0,A0,A1,A2,A1,A1,A0,A1,A2,65.35,1424.4,A0
A401,A0,51.0,A0,A0,A2,A0,A0,A0,A0,A3,94.65,4812.75,A1
A402,A0,69.0,A0,A2,A1,A2,A2,A2,A1,A0,20.3,1356.3,A0
A403,A1,55.0,A0,A0,A2,A0,A1,A2,A0,A0,69.05,3842.6,A0
A404,A0,12.0,A0,A2,A1,A2,A2,A1,A1,A2,19.8,202.25,A0
A405,A1,1.0,A1,A1,A2,A0,A1,,A0,A3,25.2,25.2,A1
A406,A0,52.0,A0,A1,A0,A0,A1,A0,A1,A2,61.35,3169.55,A0
A407,A0,71.0,A0,A1,A0,A0,A1,A2,A1,A2,65.15,4681.75,A0
A408,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,70.05,70.05,A0
A409,A1,53.0,A0,A2,A1,A2,A2,A1,A1,A2,19.55,1007.9,A0
A410,A1,71.0,A0,A0,A2,A0,A1,A2,A0,A0,80.7,5676.0,A0
A411,A0,20.0,A0,A2,A1,,A2,,A0,A1,19.7,419.4,A0
A412,A0,50.0,A0,A2,A1,A2,A2,A1,A1,A0,20.15,989.05,A0
A413,A0,46.0,A1,A1,A2,A1,A0,A2,A0,A2,60.75,2893.4,A0
A414,A0,30.0,A0,A1,A0,A1,A1,A1,A1,A0,64.5,1929.95,A0
A415,A1,37.0,A0,A0,A2,A1,A0,A0,A0,A3,100.05,3810.55,A0
A416,A0,58.0,A0,A2,A1,A2,A2,A2,A1,A0,20.3,1131.5,A0
A417,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A2,117.6,8308.9,A0
A418,A0,28.0,A0,A0,A0,A0,A0,A0,A0,A3,105.8,2998.0,A0
A419,A0,65.0,A0,A0,A2,A1,A0,A2,A1,A2,108.65,6937.95,A1
A420,A0,43.0,A0,A0,A2,A0,A1,A0,A0,A0,75.35,3161.4,A0
A421,A1,8.0,A0,A0,A2,A0,A1,A0,A0,A2,80.1,679.3,A1
A422,A1,2.0,A0,A0,A2,A1,A1,A0,A1,A1,80.6,155.8,A1
A423,A0,49.0,A0,A0,A0,A0,A0,A0,A1,A0,90.05,4547.25,A1
A424,A0,53.0,A0,A1,A0,A0,A1,A1,A1,A2,64.15,3491.55,A0
A425,A0,22.0,A1,A1,A0,A1,A0,A1,A0,A2,43.75,903.6,A1
A426,A1,22.0,A0,A2,A1,A2,A2,A2,A1,A0,25.25,555.4,A0
A427,A0,7.0,A0,A0,A2,,A0,A0,A0,A1,85.2,602.55,A1
A428,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A2,108.3,7679.65,A0
A429,A1,1.0,A1,A1,A2,A0,A1,A0,A1,A3,40.1,40.1,A1
A430,A1,0.0,A0,A1,A0,A1,A0,A2,A1,A1,80.85,0.0,A0
A431,A1,3.0,A0,A2,A1,A2,A2,,A1,A1,19.3,54.7,A0
A432,A1,56.0,A0,A1,A2,A0,A1,A1,A1,A2,65.2,3512.15,A0
A433,A0,12.0,A1,A1,A0,A0,A1,A0,A1,A1,34.0,442.45,A0
A434,A1,69.0,A0,A1,A0,A0,A1,A1,A1,A0,73.7,4885.85,A0
A435,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A1,19.0,19.0,A0
A436,A0,13.0,A0,A0,A2,A0,A0,A0,A0,A3,91.1,1135.7,A1
A437,A1,50.0,A0,A2,A1,A2,A2,A1,A0,A1,19.35,1033.0,A0
A438,A0,51.0,A0,A2,A1,A2,A2,A1,A1,A3,19.1,1007.8,A0
A439,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A3,74.25,210.3,A1
A440,A0,18.0,A1,A1,A2,A0,A1,A0,A1,A0,25.55,467.85,A0
A441,A0,9.0,A0,A0,A2,A0,A1,A0,A1,A1,70.05,657.5,A0
A442,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A0,110.6,7962.2,A0
A443,A1,17.0,A0,A0,A2,A0,A0,A0,A0,A3,92.55,1614.7,A0
A444,A0,35.0,A0,A0,A2,A1,A1,A1,A0,A2,81.6,2815.25,A0
A445,A1,49.0,A0,A0,A0,A1,A0,A2,A0,A2,107.95,5293.2,A1
A446,A0,38.0,A0,A1,A2,A1,A0,A2,A0,A2,85.4,3297.0,A0
A447,A0,23.0,A0,A0,A2,,A0,A0,A1,A3,86.8,1975.85,A0
A448,A1,2.0,A0,A0,A0,A1,A1,A0,A1,A2,79.7,165.0,A1
A449,A0,1.0,A0,A0,A2,A0,A1,A0,A0,A3,76.45,76.45,A1
A450,A1,2.0,A0,A1,A0,A0,A1,A0,A1,A1,54.15,101.65,A0
A451,A1,15.0,A0,A2,A1,A2,A2,A1,A1,A0,20.1,302.45,A0
A452,A0,38.0,A0,A1,A0,A1,A1,A0,A1,A3,69.95,2657.55,A0
A453,A0,46.0,A0,A1,A2,A0,A1,A0,A0,A0,45.2,2065.15,A0
A454,A0,38.0,A0,A0,A0,A0,A1,A0,A0,A1,81.85,3141.7,A0
A455,A0,11.0,A0,A2,A1,A2,A2,A0,A0,A0,20.45,237.3,A0
A456,A1,70.0,A0,A1,A0,A1,A1,A2,A1,A2,79.7,5743.3,A0
A457,A0,58.0,A0,A1,A0,,A1,A2,A1,A2,70.1,4048.95,A0
A458,A1,10.0,A0,A1,A0,A0,A0,,A0,A3,65.5,616.9,A0
A459,A1,26.0,A0,A1,A2,A1,A0,A1,A1,A1,60.7,1597.4,A0
A460,A0,5.0,A0,A1,A2,A0,A1,A0,A0,A1,55.7,259.4,A0
A461,A0,36.0,A0,A2,A1,A2,A2,A1,A1,A1,20.0,666.75,A0
A462,A1,41.0,A1,A1,A0,A0,A0,A0,A0,A3,40.35,1677.85,A0
A463,A1,30.0,A0,A0,A0,A0,A0,A0,A0,A3,100.2,2983.8,A1
A464,A1,1.0,A0,A2,A1,A2,A2,A0,A0,A0,20.15,20.15,A1
A465,A1,71.0,A0,A2,A1,A2,A2,A2,A1,A0,19.7,1415.85,A0
A466,A0,44.0,A0,A2,A1,A2,A2,A1,A1,A1,25.7,1110.5,A0
A467,A0,68.0,A0,A0,A0,A0,A0,A0,A0,A3,107.7,7320.9,A0
A468,A1,63.0,A0,A0,A0,A1,A0,A0,A0,A0,109.85,7002.95,A0
A469,A0,1.0,A1,A1,A0,A0,A1,A0,A0,A1,31.35,31.35,A1
A470,A0,,A0,A1,A2,A0,A1,A0,A0,A2,50.9,2298.55,A0
A471,A1,34.0,A0,A2,A1,A2,A2,A0,A1,A1,20.35,673.2,A0
A472,A1,40.0,A0,A1,A2,A0,A1,A0,A0,A0,64.1,2460.35,A0
A473,A0,9.0,A0,A0,A2,A0,A1,A0,A1,A3,86.25,770.5,A0
A474,A0,52.0,A0,A2,A1,A2,A2,A2,A1,A1,24.8,1229.1,A0
A475,A1,5.0,A0,A0,A2,A0,A1,A0,A1,A3,69.95,330.15,A1
A476,A1,69.0,A0,A0,A2,A1,A1,A1,A1,A2,84.45,5848.6,A0
A477,A0,5.0,A0,A0,A0,A1,A0,A0,A1,A1,104.1,541.9,A1
A478,A1,12.0,A1,A1,A2,A0,A1,A1,A1,A0,30.25,368.85,A0
A479,A0,6.0,A0,A0,A2,A0,A0,A0,A0,A2,87.95,522.35,A0
A480,A1,66.0,A1,A1,A0,A1,A1,A2,A0,A1,47.4,3177.25,A0
A481,A0,72.0,A0,A1,A2,A1,A0,,A0,A0,83.55,6093.3,A0
A482,A1,50.0,A0,A2,A1,A2,A2,A2,A1,A0,19.4,1023.95,A0
A483,A1,53.0,A0,A1,A0,A1,A0,A1,A1,A2,74.1,3833.95,A0
A484,A0,53.0,A0,A1,A2,A1,A0,A0,A1,A3,85.7,4616.1,A0
A485,A1,68.0,A0,A2,A1,A2,A2,A2,A1,A2,20.05,1386.9,A0
A486,A0,47.0,A0,A2,A1,,A2,A2,A1,A2,20.45,943.0,A0
A487,A1,57.0,A1,A1,A0,A1,A0,A0,A0,A3,55.0,3094.05,A0
A488,A0,36.0,A1,A1,A2,A1,A0,A1,A1,A0,60.7,2234.55,A0
A489,A1,59.0,A0,A0,A0,A1,A1,A1,A0,A3,94.05,5483.9,A0
A490,A1,5.0,A1,A1,A2,A1,A0,A0,A1,A3,39.5,210.75,A1
A491,A0,69.0,A0,A0,A0,A0,A1,A2,A0,A1,92.45,6460.55,A0
A492,A0,53.0,A0,A1,A2,A0,A1,A1,A0,A3,60.05,3229.65,A1
A493,A0,66.0,A0,A1,A0,,A1,A2,A1,A2,68.75,4447.55,A0
A494,A1,12.0,A0,A1,A2,A0,A1,A0,A1,A2,54.2,690.5,A0
A495,A1,66.0,A0,A0,A2,A1,A0,A1,A0,A0,102.85,6976.75,A0
A496,A0,1.0,A0,A2,A1,A2,A2,A0,A1,A2,19.75,19.75,A0
A497,A1,68.0,A0,A1,A0,A1,A0,A2,A0,A0,85.0,5607.75,A0
A498,A0,13.0,A0,A1,A2,A0,A0,A1,A0,A3,64.75,877.35,A0
A499,A1,12.0,A0,A0,A2,A0,A0,A0,A1,A2,78.1,947.3,A1
A500,A0,14.0,A0,A2,A1,A2,A2,A1,A1,A1,19.75,309.35,A0
A501,A0,2.0,A0,A0,A2,A0,A1,A0,A0,A1,86.85,156.35,A1
A502,A0,57.0,A0,A1,A0,A1,A0,A2,A1,A1,89.55,5012.35,A0
A503,A0,63.0,A0,A1,A0,A0,A1,A1,A1,A0,70.8,4448.8,A0
A504,A1,3.0,A0,A0,A2,A0,A1,A0,A0,A2,69.55,222.3,A1
A505,A1,20.0,A0,A0,A2,A0,A1,A0,A0,A2,69.8,1540.35,A0
A506,A1,57.0,A0,A0,A2,A1,A0,A2,A0,A3,95.25,5464.65,A1
A507,A1,7.0,A0,A0,A2,A0,A1,A0,A1,A2,76.45,503.6,A1
A508,A1,45.0,A0,A0,A2,A1,A0,A1,A0,A2,102.15,4735.35,A0
A509,A0,63.0,A1,A1,A0,,A0,A2,A1,A3,59.0,3707.6,A0
A510,A1,47.0,A0,A1,A2,A1,A0,A2,A1,A1,74.45,3510.3,A0
A511,A1,37.0,A0,A0,A2,A1,A0,A1,A0,A3,99.2,3754.6,A1
A512,A0,52.0,A0,A2,A1,,A2,A2,A1,A0,25.6,1334.5,A0
A513,A1,62.0,A0,A2,A1,A2,A2,A2,A1,A2,23.65,1416.75,A0
A514,A1,4.0,A0,A0,A2,A0,A1,A0,A1,A3,70.4,281.0,A1
A515,A1,18.0,A0,A0,A2,A1,A0,A0,A0,A0,95.95,1745.5,A0
A516,A0,15.0,A0,A0,A2,A0,A1,A0,A0,A2,74.9,1107.25,A1
A517,A1,69.0,A0,A2,A1,A2,A2,A2,A1,A1,19.4,1346.2,A0
A518,A1,26.0,A0,A0,A0,A0,A0,,A1,A3,84.95,2169.75,A1
A519,A0,49.0,A0,A0,A0,A0,A1,A0,A0,A0,85.3,4297.95,A0
A520,A0,50.0,A0,A0,A0,A0,A0,A1,A0,A3,98.25,4858.7,A0
A521,A1,70.0,A0,A1,A0,,A1,A2,A1,A3,66.0,4891.5,A0
A522,A0,22.0,A0,A1,A2,A0,A1,A1,A0,A0,56.25,1292.2,A0
A523,A0,68.0,A0,A0,A0,A1,A0,A1,A1,A0,105.75,7322.5,A0
A524,A0,68.0,A0,A0,A0,A1,A1,A0,A0,A3,84.65,5683.6,A0
A525,A1,61.0,A0,A0,A2,A1,A0,A2,A0,A3,106.6,6428.4,A1
A526,A1,1.0,A0,A0,A2,A0,A1,A0,A0,A2,79.35,79.35,A1
A527,A1,17.0,A0,A0,A2,A0,A1,A0,A1,A3,91.85,1574.45,A1
A528,A1,28.0,A0,A1,A0,A0,A1,A0,A1,A2,54.65,1517.5,A0
A529,A1,72.0,A0,A1,A0,A1,A0,A2,A1,A0,68.75,4888.2,A0
A530,A0,7.0,A1,A1,A0,A1,A1,A2,A1,A1,38.55,280.0,A0
A531,A0,25.0,A0,A2,A1,A2,A2,A2,A0,A1,20.75,499.4,A0
A532,A0,69.0,A0,A0,A0,A1,A0,A1,A0,A0,107.2,7317.1,A0
A533,A0,43.0,A0,A0,A2,A1,A0,A1,A0,A0,104.3,4451.85,A0
A534,A0,27.0,A0,A2,A1,A2,A2,A2,A1,A0,20.35,531.6,A0
A535,A0,37.0,A0,A0,A2,A0,A0,A0,A1,A2,98.8,3475.55,A1
A536,A0,1.0,A1,A1,A0,A0,A0,A0,A0,A1,44.65,44.65,A1
A537,A0,1.0,A0,A2,A1,A2,A2,A1,A1,A1,18.8,18.8,A0
A538,A1,48.0,A0,A1,A0,A1,A0,,A0,A0,83.45,3887.85,A0
A539,A1,37.0,A0,A0,A0,A0,A1,A0,A0,A3,88.8,3340.55,A0
A540,A0,68.0,A1,A1,A0,A1,A0,A2,A0,A1,56.4,3948.45,A0
A541,A0,46.0,A0,A0,A0,,A1,A0,A0,A2,80.0,3769.7,A0
A542,A1,72.0,A0,A0,A0,A0,A0,A1,A0,A2,106.85,7677.4,A0
A543,A0,71.0,A0,A0,A2,A0,A0,A1,A1,A0,97.65,6687.85,A0
A544,A0,66.0,A0,A1,A0,A0,A1,A2,A1,A2,65.7,4378.9,A0
A545,A1,1.0,A0,A2,A1,A2,A2,,A1,A1,20.55,20.55,A1
A546,A0,72.0,A0,A0,A0,A1,A0,A2,A0,A2,109.75,7932.5,A0
A547,A1,57.0,A0,A1,A2,A1,A1,A1,A0,A1,59.3,3274.35,A0
A548,A1,45.0,A0,A0,A0,A1,A0,A1,A1,A1,113.3,5032.25,A0
A549,A0,34.0,A0,A0,A0,A0,A0,A0,A0,A2,97.7,3410.0,A0
A550,A0,72.0,A0,A2,A1,A2,A2,A2,A1,A2,19.3,1414.8,A0
A551,A1,35.0,A0,A0,A2,A0,A1,A0,A1,A0,80.05,2835.9,A0
A552,A0,51.0,A0,A0,A2,A1,A0,A1,A0,A3,111.55,5720.35,A0
A553,A0,18.0,A0,A1,A0,A0,A1,A0,A0,A0,58.4,964.9,A0
A554,A1,20.0,A1,A1,A2,,A1,A0,A0,A3,24.45,482.8,A1
A555,A0,,A0,A0,A2,A1,A1,A0,A0,A2,83.75,3273.55,A1
A556,A1,48.0,A1,A1,A2,A0,A1,A0,A0,A0,29.5,1423.05,A0
A557,A1,54.0,A0,A0,A0,A1,A0,A1,A0,A2,115.6,6431.05,A0
A558,A1,6.0,A0,A2,A1,A2,A2,A1,A1,A0,19.0,105.5,A0
A559,A1,67.0,A0,A0,A2,A0,A0,,A1,A0,106.7,7009.5,A0
A560,A0,17.0,A0,A0,A0,A1,A0,A0,A0,A3,101.8,1752.45,A0
A561,A0,6.0,A0,A0,A0,A1,A0,A0,A0,A3,91.0,531.0,A1
A562,A0,67.0,A0,A0,A0,A1,A0,A1,A1,A0,109.9,7332.4,A0
A563,A1,59.0,A0,A2,A1,A2,A2,A2,A1,A2,18.4,1057.85,A0
A564,A0,3.0,A0,A0,A0,A1,A0,A0,A0,A2,105.35,323.25,A1
A565,A1,68.0,A1,A1,A0,A0,A0,A0,A1,A3,44.95,3085.35,A0
A566,A0,1.0,A1,A1,A2,A0,A1,A0,A1,A1,25.35,25.35,A0
A567,A0,42.0,A0,A1,A2,A0,A0,A1,A1,A0,63.7,2763.35,A0
A568,A0,48.0,A0,A2,A1,A2,A2,A1,A1,A2,19.95,1004.5,A0
A569,A1,47.0,A0,A2,A1,A2,A2,A2,A0,A2,21.3,1041.8,A0
A570,A0,72.0,A0,A1,A0,A1,A0,A2,A1,A0,81.0,5750.0,A0
A571,A0,21.0,A0,A2,A1,A2,A2,A0,A0,A1,19.95,416.4,A0
A572,A0,22.0,A0,A0,A2,A0,A0,A0,A1,A3,83.05,1799.3,A0
A573,A0,67.0,A0,A1,A0,A0,A1,A1,A1,A1,60.05,3994.05,A0
A574,A0,68.0,A0,A1,A0,A0,A0,A2,A1,A0,70.8,4859.95,A0
A575,A1,72.0,A0,A1,A0,A1,A0,A2,A0,A2,91.15,6637.9,A0
A576,A0,68.0,A0,A2,A1,A2,A2,,A1,A0,25.05,1629.2,A0
A577,A1,48.0,A0,A0,A2,A1,A0,A0,A0,A0,100.05,4834.0,A0
A578,A0,41.0,A0,A0,A0,A0,A1,A1,A0,A3,89.55,3729.75,A0
A579,A1,40.0,A0,A1,A0,A0,A0,A0,A0,A1,71.35,2847.2,A0
A580,A1,58.0,A0,A0,A0,A0,A0,A1,A0,A0,105.5,6205.5,A1
A581,A1,58.0,A0,A0,A0,A1,A0,A1,A0,A3,106.45,6145.85,A1
A582,A0,54.0,A0,A0,A0,A1,A0,A2,A0,A3,110.45,6077.75,A0
A583,A0,12.0,A0,A1,A2,A0,A1,A0,A0,A3,49.2,571.15,A0
A584,A0,62.0,A0,A0,A0,A1,A0,A1,A0,A2,110.75,7053.35,A0
A585,A1,39.0,A0,A0,A0,A0,A0,,A1,A1,99.1,3877.95,A0
A586,A1,2.0,A0,A0,A2,A1,A1,A0,A0,A3,91.4,193.6,A1
A587,A0,21.0,A1,A1,A2,A0,A1,,A0,A3,26.05,565.75,A0
A588,A0,62.0,A0,A2,A1,A2,A2,A2,A1,A2,20.0,1250.1,A0
A589,A0,20.0,A0,A0,A2,A0,A1,A0,A1,A0,71.3,1389.2,A1
A590,A1,72.0,A0,A2,A1,A2,A2,A2,A1,A2,24.45,1709.1,A0
A591,A1,13.0,A0,A0,A2,A0,A0,A0,A1,A3,88.35,1222.8,A1
A592,A1,64.0,A0,A0,A0,A1,A0,,A0,A0,110.5,7069.25,A0
A593,A0,67.0,A0,A0,A0,A0,A0,A1,A0,A0,90.6,6056.15,A1
A594,A1,62.0,A0,A0,A0,A1,A1,A1,A0,A0,97.95,5936.55,A0
A595,A1,35.0,A0,A1,A0,A0,A1,A0,A0,A0,59.45,2136.9,A0
A596,A1,39.0,A0,A1,A0,A0,A1,A1,A0,A0,58.6,2224.5,A0
A597,A1,1.0,A0,A0,A0,A0,A1,A0,A1,A3,91.7,91.7,A1
A598,A1,5.0,A0,A0,A2,A0,A1,A0,A0,A3,80.85,356.1,A0
A599,A1,69.0,A0,A0,A0,A0,A0,A1,A0,A0,106.4,7251.9,A0
A600,A1,67.0,A0,A2,A1,A2,A2,A2,A0,A2,20.05,1263.05,A0
A601,A0,2.0,A0,A0,A2,A0,A0,A0,A0,A2,89.55,185.55,A1
A602,A1,41.0,A0,A2,A1,A2,A2,A1,A0,A1,24.85,962.25,A0
A603,A0,9.0,A0,A2,A1,,A2,A1,A0,A1,20.15,163.7,A0
A604,A1,2.0,A1,A1,A2,A1,A1,A0,A0,A3,30.4,78.65,A1
A605,A0,33.0,A0,A1,A2,A0,A1,A0,A0,A0,44.55,1462.6,A0
A606,A1,72.0,A0,A0,A0,A1,A0,A2,A0,A0,116.4,8543.25,A0
A607,A1,1.0,A0,A2,A1,A2,A2,A2,A1,A1,20.35,20.35,A0
A608,A0,9.0,A0,A1,A0,A1,A0,A0,A0,A0,69.05,653.95,A0
A609,A1,71.0,A0,A2,A1,A2,A2,A2,A1,A0,25.6,1888.25,A0
A610,A1,11.0,A0,A0,A2,A0,A1,A0,A0,A3,76.5,837.95,A1
A611,A1,35.0,A0,A0,A0,A0,A1,A0,A0,A2,100.5,3653.35,A1
A612,A0,25.0,A0,A1,A2,A0,A1,A1,A0,A1,55.1,1466.1,A0
A613,A1,14.0,A0,A0,A2,A0,A1,A0,A0,A3,84.8,1203.9,A0
